indicator,survey_id,survey_mid_calendar_quarter,area_id,restype,sex,age_group,n_cluster,n_obs,est,se,ci_l,ci_u
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,10-14,12,21,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,15-19,16,34,0.059691583642399765,0.043922793210415784,0.013509413586624995,0.22736207527235558
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,15-24,19,91,0.04961102894455441,0.02544710116556106,0.017802281178180078,0.13069242654350774
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,15-49,20,258,0.18743605318842732,0.02738339363428177,0.13953616475574637,0.24705783110625154
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,15-64,21,288,0.19126337742980007,0.026492392275275715,0.14461140885721513,0.24859156277809924
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,20-24,17,57,0.04089949789126556,0.018915162970295794,0.016302909481682896,0.09887551857452385
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,25-29,16,53,0.17085186125163546,0.06302886705536319,0.07931865517290466,0.3301374884012847
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,25-34,19,94,0.18553788978435815,0.04031406217268285,0.11897760808122476,0.2776015901389289
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,30-34,16,41,0.2065901195083476,0.046222361696530934,0.13030011562874727,0.311546614309623
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,35-39,16,30,0.39445081547006966,0.06702004959086681,0.2731745645731104,0.5302860401651425
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,35-49,20,73,0.3791320435853139,0.058156340087398326,0.2733944683423713,0.4977500833884486
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,40-44,13,20,0.3373727846169011,0.10464239378527562,0.16903786838416232,0.5603082943060836
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,45-49,12,23,0.3968366829429639,0.10446568461501518,0.21856055525814733,0.6074839145325072
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,50-54,13,18,0.23631750014609643,0.10167693301360636,0.09302795042328546,0.4828217313754872
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,50-64,15,30,0.22707569787789994,0.07027441270225966,0.1181924927598856,0.39170852294480085
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,55-59,5,5,0.3229737269082106,0.20237349267273158,0.07215122434266846,0.7453238920395615
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,60-64,4,7,0.12669083840178227,0.10931822994944607,0.02049062705844815,0.5015011284644788
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,00-04,2,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,00-14,2,11,0.0968989693541568,0.04441142687014275,0.03816755094543166,0.2248755371993591
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,00-64,2,38,0.07261855651963137,0.012114788017060502,0.052167176028512445,0.10023968053063148
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,01-04,2,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,05-09,2,6,0.20370759970779706,0.12920155068503594,0.05096048810692157,0.5492988571661106
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,10-14,1,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,15-19,2,4,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,15-24,2,13,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,15-49,2,24,0.0515479421334047,0.029073885141371887,0.016661518639690714,0.1484529984694494
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,15-64,2,27,0.04706567778122639,0.030031031126939216,0.013120706463464544,0.1550345413300366
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,20-24,2,9,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,25-29,2,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,25-34,2,7,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,30-34,2,4,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,35-39,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,35-49,2,4,0.35249909943611457,0.22091201357473161,0.07550284975685297,0.7839669288578367
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,40-44,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,45-49,1,1,1,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,50-54,1,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,50-64,1,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,both,60-64,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,00-04,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,00-14,2,4,0.2160789489068253,0.07548099789075242,0.10321149359144051,0.39764457402157766
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,00-64,2,15,0.15560940568602408,0.04098568481813863,0.09090523088341683,0.25352485825444937
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,01-04,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,05-09,1,2,0.5,0,0.5,0.5
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,15-19,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,15-24,1,6,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,15-49,2,10,0.10195268205374594,0.0304600250517742,0.05584220757266888,0.17892252261041838
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,15-64,2,11,0.09687146595955878,0.034334016350555226,0.04735099915370882,0.18796294203967226
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,20-24,1,5,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,25-34,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,30-34,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,35-39,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,35-49,2,2,0.5850176898317029,0.34369962819880195,0.08081135356199196,0.9576367094487928
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,45-49,1,1,1,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,50-64,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,male,60-64,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,00-04,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,00-14,2,7,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,00-64,2,23,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,01-04,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,05-09,2,4,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,10-14,1,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,15-19,2,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,15-24,2,7,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,15-49,2,14,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,15-64,2,16,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,20-24,2,4,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,25-29,2,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,25-34,2,5,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,30-34,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,35-39,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,35-49,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,40-44,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,50-54,1,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_21,all,female,50-64,1,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,00-00,7,8,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,00-04,10,36,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,00-14,13,127,0.007794955171085485,0.007030220131506772,0.0013210331893284556,0.04457909975364015
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,00-64,14,477,0.08160227190158698,0.011850600519590058,0.0611860797005393,0.10804678896690506
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,01-04,9,28,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,05-09,11,45,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,10-14,11,46,0.026209869328331515,0.01973241143777035,0.0058796694994404635,0.1091199701978045
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,15-19,12,71,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,15-24,13,133,0.036464200920849135,0.01180182968062735,0.019215456721998165,0.06812086895368341
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,15-49,14,299,0.14115686181284182,0.020011068227265713,0.10628758437452182,0.1850963331760963
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,15-64,14,350,0.151415087906933,0.019275409218999937,0.11737026622014404,0.19317377424212281
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,20-24,12,62,0.08877656087076151,0.030210747106720084,0.04476102321288651,0.16844234007700004
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,25-29,13,35,0.19159094361112455,0.07630499737445164,0.08276940579120963,0.3836437413066429
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,25-34,14,75,0.23945066851139984,0.051143149131742935,0.15366882965864542,0.35313751006277433
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,30-34,10,40,0.2833726236190731,0.06309407284631238,0.17700844168899715,0.4209589499972865
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,35-39,13,35,0.2441244537505074,0.08329692455871732,0.11764340562684779,0.43894151614126914
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,35-49,14,91,0.23680808678840395,0.04061361647332213,0.16649114222126377,0.32523494786297036
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,40-44,14,33,0.24374504878084197,0.07216896377950374,0.13015289516538647,0.4097729807990862
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,45-49,11,23,0.21242684880391793,0.10001093912864883,0.07712961141731792,0.46537659874224097
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,50-54,12,25,0.26435456962974635,0.06994830482652128,0.1507890451833054,0.42104424345402836
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,50-64,12,51,0.22110870715559755,0.06254518639295974,0.12227946126842554,0.36646438356294664
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,55-59,8,15,0.053841085048401995,0.055053051802896436,0.006796695978473971,0.32120303441422476
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,both,60-64,5,11,0.35466721973989607,0.12158632192819578,0.1624961570678917,0.6088781784097806
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,00-00,3,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,00-04,8,13,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,00-14,11,54,0.0185557557232723,0.01674505629400677,0.0031088365076897533,0.10283654267223248
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,00-64,14,194,0.08087037707823676,0.0174282713410388,0.0526434765590142,0.12227873017280035
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,01-04,7,10,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,05-09,9,19,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,10-14,8,22,0.056298030192518854,0.03977982546744941,0.01356416279606459,0.20560325293102585
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,15-19,11,36,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,15-24,11,52,0.013163591665719067,0.011158255901582677,0.002471156250436108,0.06701303795072172
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,15-49,14,113,0.11807135685325312,0.026736061499350365,0.0748788558171439,0.18129610603014273
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,15-64,14,140,0.13365706660011084,0.023817385811308708,0.0934560943953249,0.18757279470016078
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,20-24,7,16,0.04421318336804647,0.028806377576176965,0.012014359600291777,0.14963608224452565
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,25-29,7,9,0.08242153991941795,0.07103108287762445,0.014053693459347875,0.3614523898085555
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,25-34,11,27,0.1834437790842648,0.08335389710296082,0.07018596039977719,0.40070253319772997
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,30-34,10,18,0.2443419331590431,0.12521516438789093,0.07884140464058716,0.5498719113150506
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,35-39,9,15,0.273166758355655,0.13972420175782915,0.08643913924169364,0.5988510670469854
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,35-49,13,34,0.2383633721548047,0.07742917710717509,0.11945570562643888,0.419274586776072
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,40-44,11,14,0.13595169167927462,0.09609672103421704,0.030688440059822086,0.4388186017651988
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,45-49,5,5,0.465146461024755,0.23330637512584726,0.12156849662011407,0.8453228813064853
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,50-54,10,14,0.21060893686871324,0.10058511305193876,0.07536455323461372,0.4661879041412625
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,50-64,10,27,0.22062372032198035,0.0932148376258072,0.08911028232183582,0.45028393274530715
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,55-59,5,7,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,male,60-64,3,6,0.5250278666716567,0.23396616365687214,0.14948153638084208,0.8742492393310709
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,00-00,5,5,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,00-04,9,23,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,00-14,12,73,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,00-64,14,283,0.08218971717224546,0.013228778772448426,0.059710794384667795,0.11212204456271398
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,01-04,7,18,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,05-09,9,26,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,10-14,10,24,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,15-19,12,35,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,15-24,13,81,0.05544726308706895,0.020653958571939114,0.02638506132050056,0.11281137492927376
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,15-49,14,186,0.1605336878088589,0.025330994162892924,0.11684297502791553,0.2165555621575486
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,15-64,14,210,0.16710398126062562,0.028061391756588658,0.11904985536871637,0.22950180544121523
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,20-24,12,46,0.1102743686109251,0.04266002732274748,0.050204799866647096,0.22517706475774374
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,25-29,11,26,0.2565513696726717,0.12056732000517108,0.09088168041580562,0.5436325577057128
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,25-34,13,48,0.29005810454150316,0.08028495257120918,0.15986343879560316,0.46730690550126425
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,30-34,9,22,0.3346775397494228,0.10531335388689804,0.16602161599753573,0.5596842829638801
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,35-39,10,20,0.21304910171275568,0.09235180967922256,0.08422712580693906,0.44348379383449393
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,35-49,14,57,0.23551933774604397,0.050479860145057454,0.15098317239500433,0.3479875856551606
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,40-44,9,19,0.3591603135180135,0.08932699479167046,0.207563534404275,0.545289002294132
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,45-49,9,18,0.13478338564408404,0.07611506236756882,0.04154414017519131,0.3589199644511193
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,50-54,6,11,0.35188668009181756,0.13500756389488286,0.1454169434183321,0.6340186230289263
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,50-64,10,24,0.22171508485308147,0.0817460633698171,0.10117853858684574,0.4189217504881448
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,55-59,6,8,0.10038029316691365,0.10143988580051551,0.012192558014532697,0.5021623796768762
prev,MWI2016PHIA,CY2016Q1,MWI_4_22,all,female,60-64,3,5,0.1619763654807038,0.07115906035179308,0.06470226049059052,0.3506637353608727
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,00-00,2,2,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,00-04,8,31,0.05975805145906324,0.05697863323254807,0.00863370139096876,0.3168565281248178
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,00-14,12,99,0.05771608610382329,0.024678881391313287,0.024550500035353588,0.12972694130563295
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,00-64,12,359,0.10997815736943876,0.024452391347889235,0.07039825366712057,0.16779432416932338
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,01-04,8,29,0.06413271557802039,0.06312677882416613,0.008646252702430933,0.3499878304974553
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,05-09,9,34,0.08975506365936094,0.06523191746848792,0.02020238863815286,0.32044808010266423
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,10-14,12,34,0.01849703436255111,0.0186039612126012,0.002522651414499593,0.12313947381534154
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,15-19,11,44,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,15-24,12,81,0.022560911043098694,0.013038464938198964,0.0071919869789937385,0.0685062487835573
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,15-49,12,216,0.16210439717042263,0.0369853563140307,0.10189464193907584,0.2480652213367425
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,15-64,12,260,0.16285226544205908,0.036758130629624,0.10288158681960426,0.24811238522264967
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,20-24,9,37,0.05852319521417495,0.030794500459068747,0.020363172128940486,0.15675160723380271
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,25-29,11,34,0.2667386819471633,0.08032973008280983,0.1398901611666488,0.4486163402480589
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,25-34,11,57,0.21916923661568796,0.07318595091666129,0.10825428139308856,0.39357000071968334
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,30-34,9,23,0.13939172894635563,0.08995949840970222,0.03591127015870514,0.4132441122289906
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,35-39,12,35,0.18923242560577197,0.06660572659022168,0.09063680047428946,0.3534001755661246
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,35-49,12,78,0.27861121353344315,0.06444142228244776,0.17082748967789704,0.4199575111559647
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,40-44,10,26,0.3458112285552818,0.09791518217847428,0.18455061797480501,0.5525081249540067
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,45-49,9,17,0.3515921465731115,0.11202025137954762,0.1714881992793845,0.5868650207391496
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,50-54,8,19,0.19806800041199008,0.13406713609880838,0.04509976817412951,0.563628879405236
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,50-64,9,44,0.16708877462235985,0.07495798022712857,0.06525007301457361,0.3656900156265167
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,55-59,5,12,0.11316805596857454,0.12110021399291633,0.01184699329971019,0.5759575318457908
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,both,60-64,8,13,0.18320413084065823,0.07394167842539032,0.07847400046240718,0.37137728031836326
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,00-00,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,00-04,5,13,0.07699812252533068,0.06879937392610723,0.01235563140676237,0.35744068000682416
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,00-14,11,41,0.05403166569717699,0.02475783560009131,0.02162570857453036,0.1286141376868159
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,00-64,12,138,0.09051245643268208,0.028348264493942323,0.04823007721431669,0.16349540215712224
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,01-04,5,12,0.08344828745692753,0.08081442834009023,0.011347921364850232,0.41934207190009126
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,05-09,7,14,0.0725263847605514,0.0605244008485028,0.013228872296968569,0.3132451110445929
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,10-14,9,14,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,15-19,8,21,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,15-24,9,31,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,15-49,12,79,0.13299894581173063,0.04866996314049192,0.06285794261205047,0.2597169165082398
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,15-64,12,97,0.12361771714339227,0.04640775399900357,0.057421908433906474,0.24619233530048992
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,20-24,6,10,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,25-29,8,13,0.20940994267194318,0.12661100242654344,0.055862436840165626,0.542499231491559
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,25-34,11,22,0.24062360850053305,0.09591119548619996,0.10173967411570392,0.46991521307497514
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,30-34,6,9,0.29368843544366086,0.16841251844592098,0.07807527013647939,0.671221793234067
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,35-39,7,11,0.05539369952068464,0.05505430045574319,0.00740262996372464,0.315589631091619
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,35-49,12,26,0.2034937263162609,0.07522002772584263,0.09328399152563673,0.3881681463940489
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,40-44,5,8,0.29867513105757176,0.13331715547756265,0.10899541785119087,0.5972005577971586
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,45-49,5,7,0.3299973873534977,0.21009983420067474,0.0710509791730796,0.7602886143484995
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,50-54,6,7,0.10611915932283336,0.10574561135491745,0.013178047086624789,0.5134761212120786
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,50-64,9,18,0.07224376893482673,0.056837800600229374,0.014560150516867636,0.290976499997067
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,55-59,4,7,0.0807837939727325,0.08861589787174952,0.008403415193707178,0.4768136915113204
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,male,60-64,4,4,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,00-00,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,00-04,8,18,0.04784231493388327,0.04844564024183739,0.006210874407953657,0.2877335944431538
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,00-14,10,58,0.06019652509107063,0.027517232509077248,0.024094348400335697,0.1424945592071633
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,00-64,12,221,0.12438502401501202,0.02537775796492966,0.08254702663794232,0.18319395823150927
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,01-04,8,17,0.05100106837300135,0.05173521201911596,0.006570411934923307,0.30395481437050864
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,05-09,6,20,0.10154253695804924,0.07130393598253068,0.023844904268267342,0.3433609632356731
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,10-14,10,20,0.03029763453290556,0.02965259557460172,0.004303175332644302,0.18425976024182272
prev,MWI2016PHIA,CY2016Q1,MWI_4_23,all,female,15-19,9,23,0,0,NA,NA
