calendar_quarter,area_level,area_name,age_group,median,lower,upper
CY2020Q2,3,Nkhatabay,30-34,0.15316218040849883,0.11691716215986403,0.1943242623563251
CY2020Q2,3,Nkhatabay,35-39,0.10515722108915297,0.07997429788376043,0.13378235159772617
CY2020Q2,3,Nkhatabay,40-44,0.049702146389590265,0.036739679074719776,0.0644316890529063
CY2020Q2,3,Nkhatabay,45-49,0.01945044223793843,0.013094668129952386,0.026604323182391518
CY2000Q2,3,Rumphi,15-19,0.18232784440628647,0.16530603324521045,0.2002224307767345
CY2000Q2,3,Rumphi,20-24,0.3138994590962819,0.2879609757809713,0.3406276691316113
CY2000Q2,3,Rumphi,25-29,0.29017142863084416,0.2655696815297323,0.31649305738834416
CY2000Q2,3,Rumphi,30-34,0.23436182751811724,0.2118189973914159,0.25792392023544647
CY2000Q2,3,Rumphi,35-39,0.15894994935603163,0.14052815532025761,0.1777034957972601
CY2000Q2,3,Rumphi,40-44,0.08160391181586987,0.06883037919329882,0.09490224630417693
CY2000Q2,3,Rumphi,45-49,0.03253005119644045,0.024731572700876073,0.0410000711430825
CY2001Q2,3,Rumphi,15-19,0.16109050870476807,0.1462570519455766,0.17650706522106163
CY2001Q2,3,Rumphi,20-24,0.27266886426867654,0.25128450541540237,0.29547082700896765
CY2001Q2,3,Rumphi,25-29,0.253149317342166,0.23253366922684215,0.2750889973514409
CY2001Q2,3,Rumphi,30-34,0.20843510791488473,0.18849102177426294,0.2287002600288219
CY2001Q2,3,Rumphi,35-39,0.14219388682332407,0.1264360084160669,0.1587172509898302
CY2001Q2,3,Rumphi,40-44,0.07242826091946768,0.06134565944731745,0.08459425254509725
CY2001Q2,3,Rumphi,45-49,0.02887603695078101,0.021927911760176673,0.03636107456882211
CY2002Q2,3,Rumphi,15-19,0.14534056661612202,0.1327692695142794,0.1581498085413198
CY2002Q2,3,Rumphi,20-24,0.2496317642527429,0.23038377772897403,0.2689117243062125
CY2002Q2,3,Rumphi,25-29,0.23531213443422855,0.21682583819211498,0.2544465309523398
CY2002Q2,3,Rumphi,30-34,0.19567646173967074,0.17764294103486314,0.21393418014935286
CY2002Q2,3,Rumphi,35-39,0.13357177973481793,0.11901148836605055,0.14928036169015604
CY2002Q2,3,Rumphi,40-44,0.0677618094934119,0.057181887712221775,0.07908349009474323
CY2002Q2,3,Rumphi,45-49,0.026823316308706983,0.020271916783192196,0.033810169280619896
CY2003Q2,3,Rumphi,15-19,0.17713357593155693,0.16182493312234075,0.19236565751130924
CY2003Q2,3,Rumphi,20-24,0.30234624724593595,0.2796013898135157,0.3243191596276206
CY2003Q2,3,Rumphi,25-29,0.2801405200977679,0.25885981976540523,0.3019731016583896
CY2003Q2,3,Rumphi,30-34,0.23055726964407322,0.20982198472270652,0.2509517203247443
CY2003Q2,3,Rumphi,35-39,0.1559153292024515,0.13945340099650552,0.1735216249610724
CY2003Q2,3,Rumphi,40-44,0.07735349595854188,0.06554398340637868,0.0898437329010886
CY2003Q2,3,Rumphi,45-49,0.03010638599735138,0.023004102038160917,0.037933497732913615
CY2004Q2,3,Rumphi,15-19,0.17698246684013869,0.162261933428713,0.1929478924183474
CY2004Q2,3,Rumphi,20-24,0.30150921987351664,0.2798817703674765,0.3231151083588292
CY2004Q2,3,Rumphi,25-29,0.2864826766863128,0.265385893935112,0.30807111616771377
CY2004Q2,3,Rumphi,30-34,0.2376475859847972,0.21755975028786056,0.2584592942953937
CY2004Q2,3,Rumphi,35-39,0.1618568619363856,0.1452232055096882,0.1799987199649325
CY2004Q2,3,Rumphi,40-44,0.07920181883397784,0.06711064551249864,0.09135015940215825
CY2004Q2,3,Rumphi,45-49,0.030359944052366306,0.023180812498410548,0.038282220144440604
CY2005Q2,3,Rumphi,15-19,0.1657015293103663,0.15153253822600238,0.18008008958678057
CY2005Q2,3,Rumphi,20-24,0.27876661034633127,0.2591675588779394,0.2985220354764372
CY2005Q2,3,Rumphi,25-29,0.26174724787387976,0.2423992806959562,0.28192872988820517
CY2005Q2,3,Rumphi,30-34,0.217551226014209,0.19802046707883061,0.2370801300580834
CY2005Q2,3,Rumphi,35-39,0.1479931271318266,0.13201617152284312,0.16561884137919713
CY2005Q2,3,Rumphi,40-44,0.07174870144714732,0.06042480970785802,0.08299246153951684
CY2005Q2,3,Rumphi,45-49,0.027574761427075954,0.02086147321408443,0.03489494313765215
CY2006Q2,3,Rumphi,15-19,0.15419844515217485,0.1418480342175649,0.16718976714975478
CY2006Q2,3,Rumphi,20-24,0.2578821969408887,0.240507058677741,0.27497487304678275
CY2006Q2,3,Rumphi,25-29,0.24184126106791903,0.22433259505348396,0.26018496428649013
CY2006Q2,3,Rumphi,30-34,0.20193922453725693,0.18496132305225846,0.21975116790695418
CY2006Q2,3,Rumphi,35-39,0.13979968145109872,0.12547941082587258,0.15471179477986055
CY2006Q2,3,Rumphi,40-44,0.06699771388731669,0.05712043084694391,0.07771320825089742
CY2006Q2,3,Rumphi,45-49,0.02587775043249365,0.01963019802197826,0.03273749747032378
CY2007Q2,3,Rumphi,15-19,0.1551396029376214,0.14260877385742968,0.16790357654506496
CY2007Q2,3,Rumphi,20-24,0.26048816479506653,0.24293934823012608,0.2779981083763431
CY2007Q2,3,Rumphi,25-29,0.2447096462825779,0.22784325516919354,0.26266303638024185
CY2007Q2,3,Rumphi,30-34,0.20518766059615018,0.18844293267320295,0.22240893538825718
CY2007Q2,3,Rumphi,35-39,0.14327445853659038,0.12879052816804845,0.15893308716959212
CY2007Q2,3,Rumphi,40-44,0.06869610669786402,0.05853487633928593,0.07957440796915112
CY2007Q2,3,Rumphi,45-49,0.026401379750095134,0.020077007752442366,0.033345030425202336
CY2008Q2,3,Rumphi,15-19,0.14732466133348288,0.1356037456003212,0.15926196298613096
CY2008Q2,3,Rumphi,20-24,0.25187819130778144,0.23512254684104905,0.2682929789507461
CY2008Q2,3,Rumphi,25-29,0.2362030366191498,0.22029559122279407,0.25243579539900624
CY2008Q2,3,Rumphi,30-34,0.19859808473441237,0.18268912664242626,0.2155219789796025
CY2008Q2,3,Rumphi,35-39,0.1390770329679722,0.12497077334411892,0.1541320123694648
CY2008Q2,3,Rumphi,40-44,0.06626689854897162,0.05630374626503326,0.07691668759805043
CY2008Q2,3,Rumphi,45-49,0.025272192281944134,0.019285263900778452,0.03208420821237533
CY2009Q2,3,Rumphi,15-19,0.14002335075160505,0.12877106325278684,0.1516431732948412
CY2009Q2,3,Rumphi,20-24,0.24584109658941172,0.22923205533108598,0.26229665560566445
CY2009Q2,3,Rumphi,25-29,0.2302049989476525,0.21435740046654556,0.2464023863609835
CY2009Q2,3,Rumphi,30-34,0.19644006592442834,0.1810510415594112,0.21239370725784512
CY2009Q2,3,Rumphi,35-39,0.1366754699331318,0.12305037214751847,0.15084378000556406
CY2009Q2,3,Rumphi,40-44,0.06371850084283329,0.05420950369959718,0.07363218613015288
CY2009Q2,3,Rumphi,45-49,0.0241838039663484,0.018590373955369714,0.030504755708552475
CY2010Q2,3,Rumphi,15-19,0.13928395500939628,0.12813078026152655,0.15109601463054254
CY2010Q2,3,Rumphi,20-24,0.24478509793970354,0.22730447346609237,0.2618625121253453
CY2010Q2,3,Rumphi,25-29,0.22594586140357614,0.21009056339860385,0.2427411700177002
CY2010Q2,3,Rumphi,30-34,0.1891630611990357,0.17342592228057957,0.20516995468537352
CY2010Q2,3,Rumphi,35-39,0.12681963305693866,0.11418881620217088,0.14072307759332225
CY2010Q2,3,Rumphi,40-44,0.05826515365700258,0.04979305239167218,0.06742523876116806
CY2010Q2,3,Rumphi,45-49,0.02211911340358455,0.016972625517507483,0.027866319171523653
CY2011Q2,3,Rumphi,15-19,0.13979326866925343,0.12789673986687097,0.15166628624788112
CY2011Q2,3,Rumphi,20-24,0.2427410446826049,0.2248142581500576,0.2601054470853759
CY2011Q2,3,Rumphi,25-29,0.22217319277644548,0.20521465818860285,0.23959024924755018
CY2011Q2,3,Rumphi,30-34,0.1829480150323124,0.16700605079558706,0.19992242397510968
CY2011Q2,3,Rumphi,35-39,0.1203316781293528,0.10776151893156515,0.13388884533247447
CY2011Q2,3,Rumphi,40-44,0.05496376840488822,0.04681300768015808,0.06362539585024657
CY2011Q2,3,Rumphi,45-49,0.020974860026283383,0.015925247091482492,0.026494925481417263
CY2012Q2,3,Rumphi,15-19,0.1385650069789145,0.12721667335744796,0.15113337079420114
CY2012Q2,3,Rumphi,20-24,0.24124043610108176,0.22329518218306904,0.25985471682531447
CY2012Q2,3,Rumphi,25-29,0.21847733703017008,0.20191807151687804,0.2359591194974858
CY2012Q2,3,Rumphi,30-34,0.17667503951243502,0.1613081123210524,0.1928875429749336
CY2012Q2,3,Rumphi,35-39,0.11533473610219425,0.10326154463310482,0.12832218195877235
CY2012Q2,3,Rumphi,40-44,0.05243846853087414,0.04465173155409128,0.0608495614933967
CY2012Q2,3,Rumphi,45-49,0.020031888531583067,0.015298710262576823,0.025346499963351997
CY2013Q2,3,Rumphi,15-19,0.13189811864074336,0.12073547507566688,0.1431613434670494
CY2013Q2,3,Rumphi,20-24,0.22735793668490484,0.20996303462692986,0.24527178355445453
CY2013Q2,3,Rumphi,25-29,0.20445122930720733,0.18831621766442683,0.22135621838230693
CY2013Q2,3,Rumphi,30-34,0.16511218849499165,0.15057859527371045,0.18035965718825067
CY2013Q2,3,Rumphi,35-39,0.10806346655789531,0.09663998760053633,0.12035637822395501
CY2013Q2,3,Rumphi,40-44,0.04867812542108946,0.04137860043702648,0.0565122715486493
CY2013Q2,3,Rumphi,45-49,0.018611922303829888,0.014177641656354815,0.023445883653896535
CY2014Q2,3,Rumphi,15-19,0.13191764631056135,0.12049946533959263,0.14365289059038824
CY2014Q2,3,Rumphi,20-24,0.2221238232604784,0.20492287489673028,0.24039876393159548
CY2014Q2,3,Rumphi,25-29,0.19716780196638595,0.18134328311623793,0.2140755690610766
CY2014Q2,3,Rumphi,30-34,0.15785798543958174,0.14371663917230607,0.17256408191692238
CY2014Q2,3,Rumphi,35-39,0.10205891003691665,0.09061894167413524,0.11384526033580426
CY2014Q2,3,Rumphi,40-44,0.045620553572404555,0.038419441461126025,0.05323759319305735
CY2014Q2,3,Rumphi,45-49,0.01733637072468524,0.013169977904011853,0.021868643677498897
CY2015Q2,3,Rumphi,15-19,0.13037832822589007,0.11777863114328098,0.14301043519787465
CY2015Q2,3,Rumphi,20-24,0.2159032902307625,0.19632376875270738,0.2348703422956391
CY2015Q2,3,Rumphi,25-29,0.18959877884632353,0.17276306806027017,0.20749288661706575
CY2015Q2,3,Rumphi,30-34,0.15168061658764675,0.13686571411041806,0.16664138728881164
CY2015Q2,3,Rumphi,35-39,0.09771286305820313,0.08611908071067126,0.10912622363069382
CY2015Q2,3,Rumphi,40-44,0.04395795210655649,0.03682280227446273,0.05142195105930959
CY2015Q2,3,Rumphi,45-49,0.01662858705428051,0.012662256866313004,0.021076696847162714
CY2016Q2,3,Rumphi,15-19,0.13061786139938397,0.11435736869051419,0.14706729812921823
CY2016Q2,3,Rumphi,20-24,0.21674342794859008,0.19225291146936352,0.2415720022012875
CY2016Q2,3,Rumphi,25-29,0.1912818876315473,0.1698414668073819,0.21332206974744725
CY2016Q2,3,Rumphi,30-34,0.1519376207610275,0.1335354629827136,0.17086652450131737
CY2016Q2,3,Rumphi,35-39,0.09767914716868104,0.0841443650372769,0.11162769274522957
CY2016Q2,3,Rumphi,40-44,0.04441292287120965,0.03625636618285076,0.05314921960715267
CY2016Q2,3,Rumphi,45-49,0.01686525590908087,0.012525365360909362,0.02181013679654234
CY2017Q2,3,Rumphi,15-19,0.1330650249931577,0.10883721125063127,0.15870301605600942
CY2017Q2,3,Rumphi,20-24,0.22215187722571517,0.18447580806746733,0.2610151855560108
CY2017Q2,3,Rumphi,25-29,0.19678531226297413,0.16421759449699874,0.23108996645302832
CY2017Q2,3,Rumphi,30-34,0.15668100958969455,0.1301112546610205,0.18500968663698034
CY2017Q2,3,Rumphi,35-39,0.10111939140872521,0.0828202200555764,0.12075605777095913
CY2017Q2,3,Rumphi,40-44,0.04645366200485228,0.03638328185051529,0.057248543699857116
CY2017Q2,3,Rumphi,45-49,0.01767181774153497,0.012546488013675727,0.023552323260215884
CY2018Q2,3,Rumphi,15-19,0.1364179827797175,0.10643754630210069,0.16783350991126209
CY2018Q2,3,Rumphi,20-24,0.22744242544011264,0.18124059263691134,0.2767114506866791
CY2018Q2,3,Rumphi,25-29,0.20241222842374745,0.16303936428739757,0.24408974032882363
CY2018Q2,3,Rumphi,30-34,0.16119608759606516,0.1292410887040825,0.19585745884922903
CY2018Q2,3,Rumphi,35-39,0.10435367132632252,0.08256057966994902,0.12838601531715113
CY2018Q2,3,Rumphi,40-44,0.04828031804842775,0.036443932911135374,0.061140405167435394
CY2018Q2,3,Rumphi,45-49,0.01843005918898931,0.01255597827589277,0.0251975766357359
CY2019Q2,3,Rumphi,15-19,0.13913739657053292,0.10473435985726019,0.17440339564100005
CY2019Q2,3,Rumphi,20-24,0.23086245768208558,0.17956174402374103,0.2884341062929281
CY2019Q2,3,Rumphi,25-29,0.20585589543039912,0.16202176580921718,0.25532104912918235
CY2019Q2,3,Rumphi,30-34,0.16452603066820265,0.1286582048614025,0.2054128773281243
CY2019Q2,3,Rumphi,35-39,0.10732491721529377,0.08276601628490177,0.13480949808174383
CY2019Q2,3,Rumphi,40-44,0.050067844692708696,0.03705654365705531,0.06419904989753973
CY2019Q2,3,Rumphi,45-49,0.019074322317583915,0.012783141970406479,0.02649106487427882
CY2020Q2,3,Rumphi,15-19,0.13919907940967888,0.10309678629949262,0.17920963501851925
CY2020Q2,3,Rumphi,20-24,0.2344975467200659,0.17793857450723477,0.296567625874642
CY2020Q2,3,Rumphi,25-29,0.20943194842449858,0.16064510279925903,0.263618786749846
CY2020Q2,3,Rumphi,30-34,0.16815160831556533,0.12747974024952355,0.21275535523168845
CY2020Q2,3,Rumphi,35-39,0.1095221472963119,0.08220664114686058,0.13997922064467225
CY2020Q2,3,Rumphi,40-44,0.05120431584274991,0.03732388174617182,0.06649695997731894
CY2020Q2,3,Rumphi,45-49,0.019546058309672244,0.012876439205857355,0.02750271715580581
CY2000Q2,3,Mzimba,15-19,0.17792434569284826,0.16644312897052752,0.1892529009352278
CY2000Q2,3,Mzimba,20-24,0.30448332681935775,0.2867664304188271,0.3225686772723594
CY2000Q2,3,Mzimba,25-29,0.28168439702278114,0.2642338169517409,0.2989420136092333
CY2000Q2,3,Mzimba,30-34,0.2188354886203886,0.20380549024181532,0.234990060420116
CY2000Q2,3,Mzimba,35-39,0.15259396861638824,0.13967034168316736,0.16550657092056328
CY2000Q2,3,Mzimba,40-44,0.08297137922755196,0.07280970595662399,0.09398196397369547
CY2000Q2,3,Mzimba,45-49,0.0312641337680597,0.024952629437007663,0.03814649721120237
CY2001Q2,3,Mzimba,15-19,0.15824709785840005,0.1481231978134267,0.16870614346841406
CY2001Q2,3,Mzimba,20-24,0.2672913458642796,0.25095263074206386,0.2837616975207631
CY2001Q2,3,Mzimba,25-29,0.24732394273558084,0.23220921278926351,0.2631525362930169
CY2001Q2,3,Mzimba,30-34,0.19611155076074654,0.18221848038408892,0.21078668928276575
CY2001Q2,3,Mzimba,35-39,0.137549727221455,0.1262272833557715,0.1496650145282673
CY2001Q2,3,Mzimba,40-44,0.07472506989826314,0.06530253816634549,0.08472776359203038
CY2001Q2,3,Mzimba,45-49,0.027980591284123967,0.022294943745227152,0.034156451727946666
CY2002Q2,3,Mzimba,15-19,0.14244393763520546,0.13331113947950313,0.15150719308597094
CY2002Q2,3,Mzimba,20-24,0.24341554101821977,0.22931932057819193,0.25755486939394284
CY2002Q2,3,Mzimba,25-29,0.22900164543619217,0.2148689758041606,0.24375995648912174
CY2002Q2,3,Mzimba,30-34,0.1838486890185727,0.1706007999314445,0.19731823489346445
CY2002Q2,3,Mzimba,35-39,0.12900199824128028,0.11826120165084335,0.1405879514569139
CY2002Q2,3,Mzimba,40-44,0.06966283718250459,0.060817024455454824,0.07887824902651434
CY2002Q2,3,Mzimba,45-49,0.025835085603076846,0.020603217637115836,0.031620712296544506
CY2003Q2,3,Mzimba,15-19,0.1749027140171303,0.16404211792677004,0.18566519477805915
CY2003Q2,3,Mzimba,20-24,0.2964178562024563,0.28056622206468523,0.3131858210841321
CY2003Q2,3,Mzimba,25-29,0.2748921828550207,0.25867217182752067,0.29149659684592033
CY2003Q2,3,Mzimba,30-34,0.21812314825258008,0.20316113433802752,0.2334502349816262
CY2003Q2,3,Mzimba,35-39,0.15210863832329186,0.139403579254435,0.16514327525127956
CY2003Q2,3,Mzimba,40-44,0.08004543013149293,0.0701430167779517,0.09058106381771092
CY2003Q2,3,Mzimba,45-49,0.029356914897963444,0.02362400738050704,0.035750182468558614
CY2004Q2,3,Mzimba,15-19,0.17584051432820258,0.16469409708127336,0.1874092218239105
CY2004Q2,3,Mzimba,20-24,0.29729721956644606,0.2811078137536279,0.3137643046927604
CY2004Q2,3,Mzimba,25-29,0.282132999170251,0.2652156873910001,0.2992255419203824
CY2004Q2,3,Mzimba,30-34,0.22564077280805253,0.21071465612701568,0.24197295095838262
CY2004Q2,3,Mzimba,35-39,0.15839596932829486,0.14549854200430112,0.17221669929319855
CY2004Q2,3,Mzimba,40-44,0.08218488138647935,0.0719333918642328,0.092723001315048445
CY2004Q2,3,Mzimba,45-49,0.02977543161763791,0.023915122745552415,0.03622315218333712
CY2005Q2,3,Mzimba,15-19,0.16742679969308194,0.1562693063049694,0.17914213122947306
CY2005Q2,3,Mzimba,20-24,0.27923605172341337,0.2636545038858169,0.2972660529124833
CY2005Q2,3,Mzimba,25-29,0.2626648603116508,0.24596998338019477,0.28014218618521064
CY2005Q2,3,Mzimba,30-34,0.21018105230904044,0.19514540966831825,0.22651489280338707
CY2005Q2,3,Mzimba,35-39,0.14820024487708222,0.13505131869778889,0.1615137154597258
CY2005Q2,3,Mzimba,40-44,0.07586453619012545,0.06625862675109205,0.08587810479996096
CY2005Q2,3,Mzimba,45-49,0.027677169223254264,0.022063552697983376,0.033588349583869574
CY2006Q2,3,Mzimba,15-19,0.15771848524270232,0.1475745228659709,0.16832238457152088
CY2006Q2,3,Mzimba,20-24,0.26195016798759607,0.24642511832953964,0.27733735151534145
CY2006Q2,3,Mzimba,25-29,0.24573430578451078,0.23034850343632976,0.2608651909158005
CY2006Q2,3,Mzimba,30-34,0.19837977212428304,0.18397045371467746,0.2123622271598108
CY2006Q2,3,Mzimba,35-39,0.14098307620520217,0.12926626181051315,0.153000851198776
CY2006Q2,3,Mzimba,40-44,0.0722467935488911,0.06329726805886113,0.08142006103404939
CY2006Q2,3,Mzimba,45-49,0.026257122144463053,0.021022434766276764,0.031831723079020935
CY2007Q2,3,Mzimba,15-19,0.159894481104128,0.14935268787607253,0.17019221346479274
CY2007Q2,3,Mzimba,20-24,0.2661052706910785,0.2510850854575302,0.2817228684741813
CY2007Q2,3,Mzimba,25-29,0.25013887048746075,0.2348117834782625,0.26565588464805007
CY2007Q2,3,Mzimba,30-34,0.20234769699206978,0.18843331606010608,0.21659546649020936
CY2007Q2,3,Mzimba,35-39,0.14572965459583964,0.13387926863839603,0.15790637682682182
CY2007Q2,3,Mzimba,40-44,0.07428651297586043,0.0654036722967981,0.08387925753652568
CY2007Q2,3,Mzimba,45-49,0.02705785933425367,0.021654074373148792,0.03265733587678795
CY2008Q2,3,Mzimba,15-19,0.15129817123431039,0.14167006937141877,0.16085504525121538
CY2008Q2,3,Mzimba,20-24,0.25617448841132195,0.24216981722985606,0.27092775110732825
CY2008Q2,3,Mzimba,25-29,0.24004106151259885,0.22590065538315252,0.25466589437238474
CY2008Q2,3,Mzimba,30-34,0.19550758238037438,0.18217803602785562,0.20908046837315777
CY2008Q2,3,Mzimba,35-39,0.14096634305014755,0.12956550109353845,0.1526035663438041
CY2008Q2,3,Mzimba,40-44,0.07149710482310688,0.06275131353783882,0.08082637517840464
CY2008Q2,3,Mzimba,45-49,0.02596775492613659,0.02082583019979608,0.031247357586050656
CY2009Q2,3,Mzimba,15-19,0.1418111587311534,0.13315110402933425,0.15085031547413555
CY2009Q2,3,Mzimba,20-24,0.24726452463122658,0.23367540716113652,0.2610758235226189
CY2009Q2,3,Mzimba,25-29,0.23089124673361147,0.21793958622687104,0.2445832370891568
CY2009Q2,3,Mzimba,30-34,0.19078407772455228,0.17802910722279638,0.20381692165514945
CY2009Q2,3,Mzimba,35-39,0.13657878131765275,0.12571002383594912,0.14775997045072223
CY2009Q2,3,Mzimba,40-44,0.06769382183646934,0.059542106278188615,0.07651793363763476
CY2009Q2,3,Mzimba,45-49,0.02450622905795085,0.01963683608418101,0.029517568977871885
CY2010Q2,3,Mzimba,15-19,0.1405615249244997,0.13172266197790417,0.1501333784769439
CY2010Q2,3,Mzimba,20-24,0.24527392683363894,0.23163701590281396,0.2589187174564564
CY2010Q2,3,Mzimba,25-29,0.22672611052692537,0.2133538377086888,0.23961142712118164
CY2010Q2,3,Mzimba,30-34,0.18306303127340845,0.17097362582572928,0.1950985151260975
CY2010Q2,3,Mzimba,35-39,0.12682036153313092,0.11667515002627349,0.13690545957816103
CY2010Q2,3,Mzimba,40-44,0.06184970242778051,0.05450531632201871,0.06980438883083606
CY2010Q2,3,Mzimba,45-49,0.02220646992842549,0.01788031296107828,0.026871353617948405
CY2011Q2,3,Mzimba,15-19,0.1393788010475741,0.12980431457701652,0.14948741588643139
CY2011Q2,3,Mzimba,20-24,0.240333559582119,0.22631236144878242,0.25522872633119226
CY2011Q2,3,Mzimba,25-29,0.22008939895031943,0.20629442463789066,0.23420914649831404
CY2011Q2,3,Mzimba,30-34,0.17530327483114652,0.16277442832824032,0.18845774364530707
CY2011Q2,3,Mzimba,35-39,0.1187050776242891,0.108881749584512,0.12909129604831213
CY2011Q2,3,Mzimba,40-44,0.05764832126333425,0.0505128779164724,0.06545766023301333
CY2011Q2,3,Mzimba,45-49,0.020820401777831753,0.016595396404430623,0.025317963538339188
CY2012Q2,3,Mzimba,15-19,0.1381545052288764,0.1284531896618616,0.14794892771045193
CY2012Q2,3,Mzimba,20-24,0.23811432889203427,0.22352805855846306,0.25329030498338917
CY2012Q2,3,Mzimba,25-29,0.21562697509838524,0.20145371354565766,0.22950651100936242
CY2012Q2,3,Mzimba,30-34,0.1685415832189437,0.15600909297760354,0.18104140634332275
CY2012Q2,3,Mzimba,35-39,0.11296729459870215,0.10336173712781817,0.12335058680105325
CY2012Q2,3,Mzimba,40-44,0.05504439860083205,0.048025036039320526,0.06216363267471259
CY2012Q2,3,Mzimba,45-49,0.019771494125529157,0.015806042911867692,0.0241275086303046
CY2013Q2,3,Mzimba,15-19,0.12822079208524972,0.11927579272297816,0.13718781493505297
CY2013Q2,3,Mzimba,20-24,0.21993495883797773,0.20600745726397993,0.23369935351016377
CY2013Q2,3,Mzimba,25-29,0.19744837238226892,0.18450113420856457,0.21003493688867653
CY2013Q2,3,Mzimba,30-34,0.15414958412046398,0.14257203322927214,0.1656586184765912
CY2013Q2,3,Mzimba,35-39,0.10367114488314264,0.09451162156149204,0.11336182863291402
CY2013Q2,3,Mzimba,40-44,0.049814141998445416,0.043491825981105244,0.05652808303155337
CY2013Q2,3,Mzimba,45-49,0.01795314324084185,0.014416669540109815,0.021745775229225207
CY2014Q2,3,Mzimba,15-19,0.1263854531565518,0.1169649761647746,0.1360265794982678
CY2014Q2,3,Mzimba,20-24,0.21181688942029622,0.198309751292793,0.2257047404165357
CY2014Q2,3,Mzimba,25-29,0.18786522527510022,0.17505714056379276,0.20027673834101808
CY2014Q2,3,Mzimba,30-34,0.14499769541191607,0.13377985403664494,0.1566064743125632
CY2014Q2,3,Mzimba,35-39,0.09632359073911963,0.08781246394450218,0.10519804447296538
CY2014Q2,3,Mzimba,40-44,0.04590889932046061,0.039924141029988466,0.052330099122087775
CY2014Q2,3,Mzimba,45-49,0.01643958314892518,0.013160941483714836,0.020031018070272872
CY2015Q2,3,Mzimba,15-19,0.12280438248883449,0.1133431900525591,0.13292854996946896
CY2015Q2,3,Mzimba,20-24,0.20264355203062923,0.18803975684152663,0.2169125647636077
CY2015Q2,3,Mzimba,25-29,0.1780814176636794,0.16443294188829372,0.19155010080730622
CY2015Q2,3,Mzimba,30-34,0.13735338989810725,0.12567467940480873,0.1491888289280788
CY2015Q2,3,Mzimba,35-39,0.09069938000434108,0.08202194120432336,0.0997284578469285
CY2015Q2,3,Mzimba,40-44,0.0436130487403667,0.037634993176155956,0.04996662980841825
CY2015Q2,3,Mzimba,45-49,0.015678371433941372,0.012431672811159256,0.019104293265818792
CY2016Q2,3,Mzimba,15-19,0.12258220743891637,0.1094774515336929,0.13600680630211798
CY2016Q2,3,Mzimba,20-24,0.20190863004635326,0.18275201248578446,0.22246836460705946
CY2016Q2,3,Mzimba,25-29,0.17823916081759167,0.16024703595146453,0.19652680164254058
CY2016Q2,3,Mzimba,30-34,0.13677465410540182,0.12198333831619457,0.15223815774984412
CY2016Q2,3,Mzimba,35-39,0.09053640123970222,0.0797010655105844,0.10155312254719329
CY2016Q2,3,Mzimba,40-44,0.04377225823036036,0.03704085555819914,0.051204026150287824
CY2016Q2,3,Mzimba,45-49,0.015774701636765753,0.012344633015785741,0.01955750038344696
CY2017Q2,3,Mzimba,15-19,0.12444339916420823,0.10362149072134118,0.14733381667802703
CY2017Q2,3,Mzimba,20-24,0.20660355423426358,0.17420984183993904,0.24153890662095306
CY2017Q2,3,Mzimba,25-29,0.1822006457906481,0.15383999134035076,0.21399573256218946
CY2017Q2,3,Mzimba,30-34,0.14125363334473112,0.11809878693933952,0.16557178678121282
CY2017Q2,3,Mzimba,35-39,0.09370740311295196,0.07800393522474125,0.11034781217422118
CY2017Q2,3,Mzimba,40-44,0.046064247216549836,0.03686013584315965,0.05550206313969711
CY2017Q2,3,Mzimba,45-49,0.016551798938066308,0.012333879237892694,0.021179815703103493
CY2018Q2,3,Mzimba,15-19,0.12660537874957187,0.10169812043069258,0.15535781612330163
CY2018Q2,3,Mzimba,20-24,0.21235723389039973,0.17166305153970937,0.2554855746269441
CY2018Q2,3,Mzimba,25-29,0.18783394124243974,0.15231391637002373,0.22631647022875756
CY2018Q2,3,Mzimba,30-34,0.14512302838099828,0.11733481580437123,0.1752206753144626
CY2018Q2,3,Mzimba,35-39,0.09693335486192133,0.07777120526594261,0.1172765724352946
CY2018Q2,3,Mzimba,40-44,0.04752524987027253,0.03681830543531381,0.05942100509648121
CY2018Q2,3,Mzimba,45-49,0.01718435328712984,0.012485225479370487,0.02250928544336667
CY2019Q2,3,Mzimba,15-19,0.12943176547053925,0.09970097367434046,0.1618186106007702
CY2019Q2,3,Mzimba,20-24,0.2160403414569071,0.16969809448496795,0.26658575505933957
CY2019Q2,3,Mzimba,25-29,0.1923587537838194,0.1517293051901878,0.23599687053369045
CY2019Q2,3,Mzimba,30-34,0.1484525397347402,0.11649240604385211,0.18400726120958774
CY2019Q2,3,Mzimba,35-39,0.0995401417248249,0.07780051287124727,0.12323706200619268
CY2019Q2,3,Mzimba,40-44,0.04952253121997047,0.03747016331276046,0.06230242800481971
CY2019Q2,3,Mzimba,45-49,0.017826691106933308,0.012800208965695677,0.023564367221276673
CY2020Q2,3,Mzimba,15-19,0.12982287780559276,0.09787034637336559,0.16644580123477273
CY2020Q2,3,Mzimba,20-24,0.21734422262263658,0.16753371318648375,0.2745706651839557
CY2020Q2,3,Mzimba,25-29,0.19463331699346523,0.15009480162137454,0.24394262754190985
CY2020Q2,3,Mzimba,30-34,0.15121388276888814,0.11541857885103654,0.19042285420954905
CY2020Q2,3,Mzimba,35-39,0.1016317497707778,0.0773052778783953,0.1278911390562648
CY2020Q2,3,Mzimba,40-44,0.05058880092186966,0.03738235335672869,0.06493488915479394
